Genome	Architecture
of	_gap_,57716,57716
of	_gap_,101912,103575,81296,81296,81296,_gap_,56112
of	90096
of	57997
of	48403,47769,140860
of	_gap_,90123,52540,_gap_,90123,52540
of	_gap_,48403,_gap_
of	50182
of	_gap_,54695,_gap_,81324,_gap_
of	_gap_,48652,_gap_
of	_gap_,57903
of	_gap_,51069,49265,_gap_,52799,52799
of	52283,_gap_,51735,55347,_gap_
of	_gap_,57667,57667,57667,_gap_
of	_gap_,49562,50729,_gap_
of	81321
of	_gap_,54236,_gap_
of	_gap_,48403,_gap_,158235
of	50729,47912,_gap_,47912
of	51445,_gap_
of	51445,_gap_
of	52788,_gap_
of	_gap_,81321,_gap_
of	50249,50249,_gap_
of	_gap_,53822,_gap_
of	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
of	52540
of	50405,50405,50405,50405
of	46689,_gap_,46689,_gap_
of	50199,50199,50199,50199,63748,_gap_
of	_gap_,52058,48726,_gap_
of	47266
of	54928,54928,_gap_,54928,_gap_,54928,_gap_
of	_gap_,51412,51412
of	47473,47473
of	81321
of	47576,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296
of	159468
of	_gap_,57603,57603,57603,57603,57603,57603,57603,57603,57603,57603,57603,57603,_gap_
of	46785,_gap_,49879,_gap_
of	_gap_,48371,_gap_
of	51351
of	_gap_,48652,_gap_
of	_gap_,63501,_gap_
of	_gap_,52283,51735
of	54495
of	_gap_,117281,101898
of	54897,53187
of	54897,53187
of	54897,53187
of	_gap_,52821,_gap_
of	53474
of	55711
of	48371,49348
of	_gap_,57667,57667,_gap_
of	49785,_gap_,117281,50965,_gap_
of	_gap_,101912,103575,_gap_,103575,81296,81296,81296,81296,_gap_,48350
of	_gap_,52058,52540,_gap_
of	51430
of	51430
of	53254
of	_gap_,53187,_gap_
of	_gap_,50978
of	_gap_,47459,_gap_
of	57850,54928,_gap_
of	48403
of	81321,_gap_
of	_gap_,57959,_gap_
of	51430
of	57850,_gap_,57845,_gap_,57903,47370,_gap_
of	103473
of	_gap_,117839,56399
of	48452,48452,48452
of	_gap_,56436
of	_gap_,56112,_gap_
of	_gap_,48264,_gap_
of	_gap_,117839,56399
of	51197,_gap_
of	103473
of	52540
of	90229,_gap_,90229,57850,_gap_
of	_gap_,56112
of	_gap_,54236,57889,_gap_,56112
of	_gap_,111331,_gap_
of	_gap_,56112
of	50249
of	81321
of	50494
of	56436
of	81321
of	_gap_,74650,51445,51011,_gap_,74650,51445,51011,_gap_
of	_gap_,57492,74650,51445
of	50494
of	50494
of	50494
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	48726
of	50494
of	48726
of	49785,57184,_gap_,49265,_gap_,56112,47769
of	48403,_gap_
of	_gap_,55486,_gap_
of	81321
of	81296
of	81321
of	52833,_gap_
of	47986,52129
of	_gap_,81340,54631,_gap_
of	_gap_,57716,57716,_gap_
of	49785,57184,49265,_gap_,56112,47769
of	81321
of	81321
of	81321
of	81321
of	_gap_,52317,_gap_
of	_gap_,52317,_gap_
of	81321
of	81321
of	81321
of	81321
of	81321
of	81321
of	81321
of	81321
of	_gap_,48065,50729,50044
of	_gap_,46689,_gap_
of	63999,63862
of	48371
of	54236
of	49785,49899,49899,57196,56496,49899,49899,_gap_
of	74788,75632,46785
of	_gap_,82199
of	109640,_gap_,57667,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
of	57997,109640,_gap_,57667,57667,57667,57667,57667,_gap_
of	_gap_,109640,_gap_,57667,57667,57667
of	_gap_,109640,_gap_,57667,57667,57667
of	_gap_,109640,_gap_
of	69203,_gap_
of	_gap_,109640,_gap_,57667,_gap_,57667,57667,57667,57667
of	109640,_gap_
of	_gap_,57667,57667,57667,57667,_gap_,57667,57667,57667,_gap_
of	_gap_,57567,57283,_gap_
of	_gap_,57567,_gap_,82895,_gap_
of	109640,_gap_,109640,_gap_,53098,53098,_gap_
of	52058
of	54403,_gap_
of	_gap_,57667,57667,57667,57667,57667,_gap_,57667,57667,57667,57667
of	_gap_,57667,57667,_gap_,57667,57667,57667,_gap_,57667,57667
of	52540,52540,52540
of	52540
of	52540
of	52540,_gap_
of	52540
of	54416,54416,49998
of	_gap_,81324,51206,_gap_
of	56512,52218,_gap_,63380,_gap_,52343,_gap_
of	_gap_,90123,52540
of	56112
of	_gap_,55804,_gap_
of	_gap_,54236,_gap_
of	52540,50729,_gap_,57863,48403
of	_gap_,46689,_gap_
of	_gap_,52540,_gap_
of	_gap_,47592,_gap_
of	_gap_,54236,48452,46934,46934,46934,_gap_
of	_gap_,49695
of	52540
of	_gap_,54631,54631
of	_gap_,54631,54631
of	_gap_,53448
of	_gap_,53448,50370
of	_gap_,57903,57903,57903,_gap_,57903,57903,57903,_gap_,82199
of	52540,_gap_
of	48592
of	52540
of	53067,53067
of	_gap_,82171,53474
of	82171,53474
of	52113,52113,_gap_,52113,52113,52113,_gap_
of	81321
of	_gap_,46689
of	_gap_,54928
of	55166,51294,_gap_
of	_gap_,57850,_gap_,57850
of	_gap_,48371,_gap_
of	_gap_,46689,_gap_
of	_gap_,56204
of	46565,_gap_
of	_gap_,52799
of	_gap_,48371,_gap_
of	_gap_,49562,49562,_gap_,49562
of	_gap_,50978,_gap_
of	111418,81321
of	55874
of	109640,_gap_,57667,57667,57667,57667,57667,57667
of	48726
of	53335
of	50494
of	_gap_,63600,_gap_,46689
of	48726
of	48726
of	48726,_gap_
of	81321
of	52540
of	_gap_,51690
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
of	52540
of	48403
of	47473
of	57850
of	_gap_,81321
of	158745
of	52540
of	57850,57845,_gap_
of	54534,_gap_
of	81338,_gap_
of	_gap_,49313,49313,49313,49313,49313,_gap_
of	48726
of	48726
of	51206
of	48726
of	48726
of	109640,57667,57667,57667,57667,57667,57667,57667,57667
of	_gap_,81383
of	_gap_,48065,50729,_gap_,50978,_gap_
of	_gap_,117281
of	_gap_,48726,48726,49265,49265,49265,49265,_gap_,48726,48726,48726
of	_gap_,48726,48726,49265,_gap_,49265,_gap_,49265,_gap_,48726,48726,48726
of	49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,49854,57535,49854,57535,57535,49854,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,_gap_
of	57535,49854
of	54189
of	52113,_gap_,52113,52113
of	_gap_,56496
of	69593
of	57392
of	57392
of	_gap_,57667,57667,57667
of	57392
of	57392
of	57392
of	57392
of	57392
of	54001
of	_gap_,48576,_gap_
of	54447
of	_gap_,46946,_gap_
of	_gap_,57716,57716,_gap_
of	_gap_,50044,55550,56112
of	_gap_,51735
of	50729,52799,_gap_
of	89837,89837
of	_gap_,50494,_gap_
of	55068
of	_gap_,48403,_gap_,48403,48403,47769,56399
of	_gap_,68906,53098
of	_gap_,52058,52540,_gap_
of	_gap_,56112
of	_gap_,57850,48452,57850,88697,_gap_
of	53335,_gap_
of	_gap_,47769,_gap_,48350,55961
of	_gap_,52833,_gap_
of	52042
of	_gap_,56487
of	_gap_,50353
of	_gap_,47473,47473
of	53098
of	54495,_gap_,140111
of	50729,52799,_gap_
of	_gap_,48726,48726
of	_gap_,56496
of	54001
of	54001
of	_gap_,48425,50729,_gap_
of	_gap_,53448
of	53474
of	_gap_,103473
of	52540,_gap_
of	_gap_,110035,_gap_
of	50729,50729,_gap_
of	_gap_,48371,_gap_
of	69203,_gap_
of	50353,_gap_
of	_gap_,47050
of	55811,_gap_
of	_gap_,51197
of	52058,50952
of	49265,_gap_
of	_gap_,101690,53098,_gap_
of	_gap_,56300,_gap_
of	_gap_,50044,50044,_gap_,50044
of	50156,_gap_
of	_gap_,47473,90257
of	103657
of	_gap_,57667,57667,_gap_
of	49777
of	52540,_gap_,54695,54695,_gap_
of	_gap_,57586,57586,57586,_gap_,47986
of	57586,57586,57586
of	_gap_,57586,57586,57586,_gap_
of	_gap_,57586,57586,57586,_gap_,47986
of	82708,_gap_
of	103506
of	_gap_,46689,_gap_
of	_gap_,46689,_gap_
of	_gap_,55486,57552,_gap_
of	_gap_,55486,57552
of	_gap_,55486,57552,_gap_
of	_gap_,64593,_gap_,64593,_gap_
of	_gap_,64593,_gap_,64593,_gap_
of	89837,54695,141571
of	_gap_,81296,_gap_
of	_gap_,50978,_gap_
of	51338,51556,51338,_gap_
of	81321,_gap_
of	101494
of	_gap_,101494
of	57850,57845,_gap_,49899
of	_gap_,54236,47031,50729,56112,_gap_,68993
of	_gap_,63712,90112
of	56784,53474
of	56112
of	_gap_,56487
of	_gap_,52540,_gap_
of	_gap_,102114,55729,_gap_
of	63501,_gap_
of	_gap_,53448
of	_gap_,56281,_gap_
of	_gap_,47413,46689,_gap_
of	52540,_gap_,49879,_gap_,74924
of	52540,_gap_,49879,_gap_,74924
of	52821,52799
of	_gap_,51161
of	54928,_gap_
of	46785,_gap_
of	_gap_,51905,55424
of	_gap_,54236
of	_gap_,56300
of	53098,_gap_,52540,_gap_,46785,_gap_,47819,_gap_
of	54695,141571
of	_gap_,57196,_gap_
of	52799
of	53756
of	48371
of	_gap_,57850
of	48726,48726,82895,82895,_gap_,47986
of	81324,_gap_
of	51419
of	52058,111418,_gap_
of	_gap_,47954,_gap_
of	49562,_gap_,144270
of	53383
of	81321,_gap_
of	_gap_,49899,_gap_
of	_gap_,55961
of	50182,_gap_
of	_gap_,63491
of	48317
of	_gap_,63748,_gap_,57903,_gap_,57903,63748,82199,57903,_gap_
of	48726,48726,48726,_gap_,56112,_gap_
of	50729,_gap_
of	_gap_,55486,57552,_gap_
of	_gap_,55486,57552,_gap_
of	_gap_,57552,_gap_
of	_gap_,55486,57552,_gap_
of	_gap_,55486,57552,_gap_
of	140959
of	140959
of	57667,57667,57667,57667
of	63501,50242
of	158573,160059
of	_gap_,69593
of	48403,_gap_,48403,_gap_,47986,_gap_
of	_gap_,46785,57903,57903,_gap_,55729,_gap_
of	64356,49447
of	_gap_,57603,57440,57440,50494
of	57603,57440,57440,50494
of	56112,54236,_gap_
of	47802,81585,81301
of	54928,_gap_
of	63712,90112
of	63712,90112
of	57850,_gap_
of	116907,_gap_,48439
of	_gap_,56112
of	48403,_gap_
of	_gap_,57667,57667,57667,57667
of	48726
of	_gap_,57959
of	_gap_,48371,_gap_,48371,_gap_,56112,_gap_
of	_gap_,50249,_gap_,52540,_gap_
of	54495
of	47473
of	_gap_,57667,57667,57667,57667
of	50156,50729,_gap_
of	_gap_,48113,_gap_,57603
of	_gap_,53335
of	81321
of	_gap_,81321,_gap_
of	48371
of	_gap_,48097
of	47676,46942,57783
of	53474
of	_gap_,52080,_gap_
of	_gap_,47095,_gap_
of	89837,89837,_gap_
of	_gap_,53335
of	_gap_,50044,55550,56112
of	54999
of	_gap_,56112
of	_gap_,57667,57667,57667,57667,_gap_
of	_gap_,47072
of	_gap_,51735
of	_gap_,56655
of	_gap_,102848,54236
of	48264
of	_gap_,50156,50156
of	_gap_,50729,81837,50978
of	_gap_,47095,_gap_
of	51069
of	52833,_gap_
of	52540
of	_gap_,54160,54160,52540,52540,_gap_,160481,160481,_gap_
of	69203,_gap_
of	46938,52087,_gap_
of	_gap_,48452,51197
of	_gap_,52317
of	_gap_,52087
of	_gap_,81995,_gap_
of	_gap_,47459,_gap_
of	_gap_,48264
of	48371,55008
of	_gap_,109604
of	46565,_gap_
of	57850,57845,_gap_
of	_gap_,56796
of	46689,46689,_gap_
of	_gap_,54236,_gap_
of	64268,56112
of	52058
of	_gap_,102712,_gap_
of	_gap_,48425,_gap_,48371,_gap_
of	54897,53187
of	48065,50729,46785,46785,50156,50156,_gap_
of	_gap_,47391,_gap_
of	_gap_,53649,53649
of	_gap_,103473,103473,100895,_gap_
of	_gap_,82199,_gap_,57667,57667,57667
of	56281
of	_gap_,47459
of	_gap_,48403,48403,_gap_
of	81324,_gap_
of	_gap_,63600,_gap_,46689
of	90188,82895,_gap_
of	_gap_,55129
of	_gap_,51735
of	54768,54768,54768,54768,_gap_
of	54695
of	81296
of	82185,_gap_,82185,_gap_
of	52833,47616,_gap_
of	55797,_gap_
of	55797,_gap_,69848,69848
of	_gap_,57716,48508,_gap_
of	_gap_,57667,_gap_,57667,_gap_,57667,_gap_,46689,46689,_gap_,46689,_gap_,46689,_gap_
of	_gap_,57850
of	101494
of	_gap_,47459,158457,_gap_
of	_gap_,54695,_gap_,57667,_gap_
of	50814
of	50814
of	50814
of	50814
of	50814
of	_gap_,64268,_gap_
of	56655
of	47473
of	118310,118310,_gap_
of	54928,_gap_
of	54928,_gap_
of	52058,_gap_
of	46785,144074,_gap_
of	51069
of	51069
of	_gap_,53098
of	_gap_,51069
of	51069
of	53098
of	_gap_,56112
of	103486
of	49562,_gap_,51045,51045,51045,51045,56204
of	48452
of	49562,49562,53300
of	_gap_,51206,51206
of	50978
of	47090,55486,50923,_gap_
of	56112,_gap_,47986
of	_gap_,51905,_gap_
of	49879,52113,_gap_
of	51735
of	47473,47473
of	47473,_gap_,54909
of	_gap_,47473,54909
of	_gap_,54001
of	52058
of	_gap_,52091
of	_gap_,158553,_gap_,144232,_gap_
of	_gap_,103657
of	54928,_gap_,54928,54928,_gap_,54928,_gap_
of	_gap_,57184,_gap_
of	_gap_,81606,_gap_
of	49313,49313,49313,49313,49313,49313,49313,_gap_
of	52540
of	_gap_,52540,52540
of	_gap_,48371,_gap_
of	53098,54928,_gap_,54928,_gap_
of	_gap_,48452
of	_gap_,47954,47954
of	_gap_,48576
of	50729,57903
of	_gap_,57501
of	81524
of	_gap_,53187
of	_gap_,143113
of	50249
of	53300,57184,57184,57184,57196,57196,53300,_gap_,58002
of	55315
of	55298
of	_gap_,103481,_gap_
of	54695,_gap_,81324,_gap_
of	56112,_gap_
of	_gap_,57667,57667,57667
of	81415
of	_gap_,48097,_gap_,48097,48097,48097,_gap_
of	_gap_,57850
of	63393
of	_gap_,48452,48452,48452,_gap_
of	48403
of	64268,_gap_
of	_gap_,54928,_gap_,54928,_gap_,63570
of	48445
of	57829
of	47473
of	47240
of	_gap_,50985,_gap_,63570,56204
of	50129
of	_gap_,49764
of	_gap_,57667,57667
of	69203,_gap_
of	118203
of	118203
of	63501,_gap_
of	103506
of	50978,_gap_
of	_gap_,50156,_gap_,49562,_gap_,49562
of	51338,51556,51338,_gap_
of	_gap_,49854,57424,57424,49854,57424,57424,57424,_gap_
of	_gap_,57667,_gap_,57667,_gap_,57667,_gap_,57667,_gap_,57667,_gap_,57667
of	_gap_,54106,_gap_
of	_gap_,56496
of	_gap_,82895,_gap_
of	_gap_,46785
of	48452
of	81321,_gap_
of	_gap_,49764,_gap_
of	52080
of	_gap_,54695,_gap_,81324,_gap_
of	49854,57535,49854,_gap_,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,49854,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,_gap_
of	_gap_,57716,_gap_,57667
of	88723,_gap_
of	_gap_,46785
of	_gap_,161111,160240
of	_gap_,53448
of	_gap_,47769
of	_gap_,47769,_gap_
of	_gap_,57586,57586,_gap_,47986,47986
of	_gap_,56436
of	57184,57603,_gap_,82895,_gap_
of	_gap_,90188,90188,53649,_gap_,54060,_gap_
of	63737,55486,48371,_gap_
of	_gap_,46785,46785,_gap_,50156
of	49265,53300,49265,49265,49265,_gap_,49265,49265,53300,49899,_gap_
of	52161
of	_gap_,50156,50729,50729,_gap_
of	_gap_,53448,_gap_
of	144091,_gap_
of	_gap_,56024,_gap_
of	_gap_,56024,_gap_
of	48452,_gap_
of	_gap_,57667,57667,_gap_,46689,_gap_,46689,46689,46689,46689
of	_gap_,52540,52540,47370,_gap_
of	47874
of	_gap_,49562,49562,_gap_,49562,49562,_gap_,49562,_gap_,49562,_gap_
of	_gap_,53335
of	_gap_,57850,_gap_
of	51556
of	103657,_gap_
of	_gap_,57667,57667,57667,57667,57667,57667,57667,_gap_
of	_gap_,51905,_gap_
of	_gap_,57850
of	_gap_,56112
of	_gap_,47459
of	_gap_,103657,50729,57863,48403,_gap_,50044
of	_gap_,55073,_gap_,55073,_gap_
of	48371,_gap_
of	_gap_,48619,_gap_,48619,_gap_
of	_gap_,81324,_gap_
of	52058,49764,_gap_
of	63748,63748,_gap_
of	57610,57610,57610,57610,_gap_,57610,57610,57610,57610,57610,57610,_gap_,57610,_gap_,53474,_gap_
of	50044,55550,_gap_
of	53474
of	_gap_,57667,57667,_gap_,57667,_gap_,57667,_gap_,57667,57667,57667,_gap_
of	_gap_,53474
of	53300,49899,_gap_
of	_gap_,81324,81324,_gap_
of	47113
of	_gap_,53098
of	_gap_,54236,47031,50729,56112,_gap_,68993
of	_gap_,50998
of	_gap_,103473
of	_gap_,81321
of	52799
of	_gap_,47661,_gap_
of	_gap_,82895,_gap_,82895,82895,82895,82895,_gap_
of	46689,46689,_gap_
of	57302
of	_gap_,57302,_gap_
of	_gap_,54637
of	57302
of	57302,57302
of	57302,_gap_
of	_gap_,48264
of	_gap_,48264
of	57302
of	_gap_,57302,_gap_
of	_gap_,57302,_gap_
of	_gap_,57667,57667,57667,57667
of	56741,56349,46596,_gap_
of	_gap_,50156,_gap_
of	_gap_,90229,_gap_,90229,_gap_
of	48371
of	54675,51690,_gap_
of	_gap_,54984
of	51735,48179
of	51735
of	_gap_,57667,57667,57667,57667,57667,57667,57667,_gap_
of	109640,_gap_,57667,57667,57667,57667
of	56112,_gap_
of	56112,_gap_
of	_gap_,56024,_gap_
of	48403
of	52058,52058,_gap_,50156,_gap_,50156,50156,_gap_
of	_gap_,54928,54928,_gap_
of	56112,_gap_
of	_gap_,56399
of	54211,55666
of	_gap_,46626,81496
of	_gap_,54236,_gap_
of	_gap_,50978,_gap_
of	48371
of	_gap_,56112
of	48371,_gap_,48371,_gap_
of	_gap_,47459,_gap_
of	_gap_,46785,_gap_
of	_gap_,56112,_gap_
of	140111,140427
of	48452,48452,48403,_gap_,52047
of	_gap_,49599,_gap_
of	_gap_,52540,_gap_
of	_gap_,46785,_gap_
of	48403,_gap_
of	53383
of	103473
of	_gap_,52540,_gap_
of	_gap_,52047
of	52058,48726,_gap_
of	_gap_,48350
of	57667,57667,57667
of	_gap_,109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
of	50249,50104
of	109640,_gap_,57667,57667,57667,_gap_,57667,57667,_gap_
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
of	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
of	54189
of	_gap_,57392
of	_gap_,57667,57667,57667,57667
of	51069
of	57302,_gap_
of	_gap_,46966,46966,46966,_gap_,46966,_gap_
of	54695,_gap_,117281
of	52313,_gap_
of	56655
of	_gap_,57392
of	57302
of	50978,_gap_,47923,_gap_
of	_gap_,57667,57667,57667,57667,57667
of	49899,49899,57196,56496,49899,49899,_gap_
of	49899
of	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
of	48403
of	_gap_,100895,48726
of	53720
of	_gap_,55550
of	103506
of	_gap_,50978,_gap_
of	110324,50249,54791
of	50156,54236,47031,50729,_gap_
of	_gap_,81383,51126,51126,51126,51126
of	54695,_gap_,57667
of	52283,51735
of	_gap_,46689,_gap_
of	56112,_gap_,103243
of	_gap_,57850
of	53756,53067,_gap_
of	54695,_gap_,117281
of	_gap_,55797
of	_gap_,100895,100895,100895,_gap_
of	81321
of	81321
of	54197
of	_gap_,53822,_gap_,56112,55073
of	_gap_,48208
of	_gap_,57959,_gap_
of	_gap_,54236,47031,50729,_gap_,109880,109885,109885,_gap_,47220,47220,109885,_gap_,47220,47220,47220,_gap_,109885,_gap_
of	57997
of	_gap_,51069,_gap_
of	48065,50729
of	48065,50729
of	_gap_,56436
of	56112,_gap_
of	_gap_,140741,_gap_,50044
of	81653
of	49562,_gap_,57889,_gap_,49562,_gap_,49562
of	_gap_,117892,_gap_
of	53649,_gap_
of	_gap_,48452,48452
of	50692,54585,52540,52540
of	_gap_,57903
of	_gap_,54117
of	_gap_,54117
of	54117
of	48726,49265,49265,_gap_
of	54197,54197
of	_gap_,48726,49265,49265,_gap_
of	_gap_,50978
of	_gap_,51445,51011
of	55811
of	47769,52540,_gap_
of	_gap_,50978
of	_gap_,46934,_gap_
of	54495,_gap_
of	_gap_,50494
of	81338
of	81338
of	_gap_,82708,_gap_
of	_gap_,54236,63491
of	_gap_,53448
of	_gap_,50978
of	46565,57938,49493,49493,_gap_
of	49879,54197
of	47055,_gap_,47370,47370,_gap_
of	_gap_,52540,_gap_,52540,_gap_
of	_gap_,53732,52016
of	103506
of	54928
of	_gap_,52058,_gap_,48726,_gap_
of	47266
of	101152
of	_gap_,48726,49265,_gap_,56112
of	52058,_gap_
of	_gap_,50978,48371
of	_gap_,54928,54928,_gap_
of	_gap_,82927,_gap_,46934,_gap_
of	48403
of	53167
of	_gap_,54791,54791,54791,54791,_gap_
of	47266
of	47266
of	47266
of	47266
of	47266
of	54695,_gap_,117281
of	47266
of	47266
of	47266
of	47266
of	47266
of	47266
of	_gap_,48371,_gap_
of	_gap_,63748,_gap_
of	_gap_,109775
of	52540,_gap_
of	82895,48726,_gap_,48726,48726,48726,82895,82895,82895,82895,_gap_
of	63748,_gap_,140576,_gap_
of	_gap_,48452
of	_gap_,141072,_gap_,56436
of	101288,_gap_,50156,50156,50156,_gap_,50156,_gap_,50156,_gap_,50156,_gap_,50156,_gap_,50156,50156,50156,50156,50156,50156
of	_gap_,48056,_gap_
of	48726,48726,49265,_gap_,49265,_gap_,49265,_gap_,49265,_gap_,52799,52799
of	51197,_gap_,57903,_gap_,63748,63748,_gap_
of	50182
of	54928,_gap_
of	_gap_,53383,53383,_gap_
of	54236,_gap_,57903,_gap_,88697,_gap_,57850
of	_gap_,48371,48371
of	_gap_,53187,_gap_
of	50978,_gap_
of	48726,48726,_gap_
of	48726,48726,_gap_
of	56994
of	56994,_gap_
of	_gap_,47031,50729,55550,56112,56112
of	55205
of	52540,57774,_gap_
of	_gap_,101391
of	48317
of	118215
of	_gap_,57667,57667,57667,_gap_
of	_gap_,46785,_gap_
of	48371,48371
of	_gap_,54695,_gap_,81324,_gap_
of	57424,57424,57424,57424,57424,57424,57424,57424,57196,57196,63825,57196,_gap_
of	_gap_,160481,52540,52540,_gap_,47370,_gap_
of	_gap_,82927,_gap_
of	_gap_,82927,_gap_
of	_gap_,48403
of	55159
of	_gap_,48371,_gap_
of	52540,90002
of	_gap_,46785,_gap_
of	53738,53738,53738,55957
of	_gap_,56104,_gap_
of	56112
of	55387
of	50156,_gap_,50156,_gap_,50156,50044,52540,_gap_
of	_gap_,50729,50156,_gap_
of	48439
of	49899,49899,49899,49899
of	52540,_gap_,52540
of	_gap_,57667,57667
of	_gap_,51126,51126,_gap_
of	53474
of	51338,51556
of	51338,51556,_gap_
of	57716,_gap_,118310
of	53720
of	47874
of	_gap_,57716,_gap_,48508
of	_gap_,56112
of	_gap_,53335
of	52540
of	50044,48403
of	54897,52743,49785,57184,_gap_,57184,57184,_gap_,57184,57184,57184,57184,_gap_
of	_gap_,82114
of	52313,_gap_
of	_gap_,52087
of	64182
of	46785,_gap_
of	_gap_,47895,52540
of	_gap_,47895,52540
of	52047,_gap_
of	52047,_gap_
of	53383
of	_gap_,50978
of	_gap_,50978
of	47473,_gap_,52540
of	54236,47031,50729,_gap_
of	52540
of	54236,_gap_,46934
of	52540,_gap_
of	54791,54791,_gap_,54791
of	52058,48726,48726,_gap_,56112
of	48371,_gap_,53187,_gap_
of	_gap_,56808,_gap_
of	_gap_,89360
of	_gap_,81301,81631,_gap_,57756,81301,81631,57756,_gap_,57756
of	56112,48403,52540,_gap_,47986
of	54001
of	54001
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
of	56112,_gap_
of	52833
of	_gap_,50729,_gap_,55550
of	_gap_,55315,_gap_
of	101912,103575,48726,_gap_
of	55315
of	52540
of	55550,55550,_gap_,56112
of	52096
of	_gap_,57959,_gap_
of	56104
of	_gap_,48726,_gap_,57440,56112,_gap_
of	_gap_,53383
of	50494
of	_gap_,50677,52374,_gap_,47323,_gap_
of	54928,_gap_
of	_gap_,52058
of	_gap_,52058,_gap_
of	_gap_,52058
of	_gap_,57603,_gap_,52058,_gap_
of	57535,_gap_
of	_gap_,48065,50729,57903,50729
of	_gap_,56112,_gap_
of	_gap_,56112,_gap_
of	88723,_gap_
of	51197,_gap_
of	_gap_,46689
of	46626
of	52799,_gap_
of	109640,_gap_,57667,57667,57667,57667,57667,57667
of	103473,_gap_
of	48403,_gap_
of	_gap_,48371,48371
of	56655
of	56655
of	_gap_,63737,55486,48371
of	_gap_,82866,_gap_,82866,_gap_
of	_gap_,52540,52540,_gap_
of	_gap_,51735
of	_gap_,57667,_gap_
of	52799,52799,_gap_
of	52833,_gap_
of	109640,_gap_
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
of	54001
of	_gap_,63748,_gap_,63748,_gap_,63748,_gap_
of	_gap_,52047
of	_gap_,52821,_gap_
of	48371,48371,48371
of	_gap_,57716,46955,_gap_
of	_gap_,46785,_gap_
of	118196,118196
of	52058,_gap_
of	51569,51269
of	57845,_gap_,49899
of	50978,_gap_
of	50729,_gap_,47923,47923
of	_gap_,53822,_gap_
of	48403,_gap_,47769,_gap_
of	53448,50370
of	49899,_gap_,56436,_gap_,56436
of	_gap_,56112
of	53756
of	_gap_,57716,48508
of	47661,_gap_
of	52833,52833,52833,_gap_
of	48403,48403,_gap_
of	48371,_gap_
of	48317
of	53474
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
of	51569
of	_gap_,57850
of	_gap_,53822,53850,_gap_
of	52540,_gap_,75553,_gap_
of	81321
of	81321
of	81321
of	54909,54909
of	_gap_,52540,_gap_,52540,_gap_
of	_gap_,49265,49899
of	_gap_,81995,_gap_,57667,_gap_,57667,_gap_,57667,_gap_
of	_gap_,46934,_gap_,101238,46934
of	_gap_,57667,57667
of	57829
of	53067,53067
of	53067,53067
of	82171,_gap_
of	_gap_,51230
of	_gap_,47220,_gap_,47220,47220
of	54236,47031,50729,_gap_
of	_gap_,54236,47031,50729,_gap_,50156,52799
of	_gap_,52833
of	52833
of	53300,57184,57535,57535,57535,_gap_,57184,_gap_,57196,57196,57184,49899,57535,57535,57196,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,57535,_gap_
of	48726,48726,48726,_gap_,56112
of	_gap_,81321
of	_gap_,48371,48371,48371,_gap_
of	_gap_,47353,109640,_gap_,57667,57667,57667,57667,57667,57667
of	50129,51735,50129
of	_gap_,46565,_gap_
of	53448
of	57184,57535,57535,_gap_
of	_gap_,57196,57196,57535,57535,_gap_
of	_gap_,54928,54928,_gap_,54928,_gap_
of	51735,55718
of	_gap_,64268,103657
of	_gap_,103473
of	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
of	_gap_,54534,_gap_
of	_gap_,50978
of	_gap_,50978
of	50978
of	57845,_gap_,49899
of	56784
of	51569
of	47113
of	49562,50156,_gap_,50729,_gap_,48097
of	_gap_,57667,_gap_,57667,140996,_gap_,53098
of	50814,57362,57362
of	_gap_,52540,_gap_
of	49899,_gap_
of	49899,_gap_
of	50814
